Symbol,TradeDate,Open,Close,AvgPrice,High,Low,TradedVolume,Source,LoadTime
BAH,2020-01-02,71.7300033569336,71.9000015258789,71.82,71.9000015258789,71.12000274658203,677700,Barclays,2025-10-22 19:25:55
BAH,2020-01-03,71.38999938964844,72.66999816894531,72.03,73.0999984741211,71.30999755859375,1027300,Barclays,2025-10-22 19:25:55
BAH,2020-01-06,72.1500015258789,73.83999633789062,72.99,73.87999725341797,71.93000030517578,1036900,Barclays,2025-10-22 19:25:55
BAH,2020-01-07,73.63999938964844,73.41000366210938,73.53,74.18000030517578,73.22000122070312,841900,Barclays,2025-10-22 19:25:55
BAH,2020-01-08,73.41000366210938,74.05999755859375,73.74,74.5,73.3499984741211,910600,Barclays,2025-10-22 19:25:55
BAH,2020-01-09,74.45999908447266,76.12000274658203,75.29,76.12999725341797,74.19000244140625,1266200,Barclays,2025-10-22 19:25:55
BAH,2020-01-10,76.41000366210938,76.66000366210938,76.54,76.88999938964844,76.12000274658203,1163400,Barclays,2025-10-22 19:25:55
BAH,2020-01-13,77.0,78.41000366210938,77.71,78.43000030517578,76.8499984741211,1288100,Barclays,2025-10-22 19:25:55
BAH,2020-01-14,78.48999786376953,78.47000122070312,78.48,78.58000183105469,77.87999725341797,915500,Barclays,2025-10-22 19:25:55
BAH,2020-01-15,78.61000061035156,79.4000015258789,79.01,79.97000122070312,78.61000061035156,917100,Barclays,2025-10-22 19:25:55
BAH,2020-01-16,79.58000183105469,78.98999786376953,79.28,79.94000244140625,78.69999694824219,936700,Barclays,2025-10-22 19:25:55
BAH,2020-01-17,79.0999984741211,79.4000015258789,79.25,79.73999786376953,78.6500015258789,710500,Barclays,2025-10-22 19:25:55
BAH,2020-01-21,79.0199966430664,78.63999938964844,78.83,79.51000213623047,78.27999877929688,1710500,Barclays,2025-10-22 19:25:55
BAH,2020-01-22,78.81999969482422,77.75,78.28,79.02999877929688,77.66000366210938,1122000,Barclays,2025-10-22 19:25:55
BAH,2020-01-23,78.04000091552734,78.37999725341797,78.21,78.69999694824219,77.4000015258789,734700,Barclays,2025-10-22 19:25:55
BAH,2020-01-24,78.86000061035156,77.95999908447266,78.41,78.9000015258789,77.77999877929688,602500,Barclays,2025-10-22 19:25:55
BAH,2020-01-27,76.6500015258789,77.56999969482422,77.11,77.83999633789062,76.19999694824219,1149700,Barclays,2025-10-22 19:25:55
BAH,2020-01-28,77.86000061035156,78.55000305175781,78.21,78.97000122070312,77.58000183105469,929100,Barclays,2025-10-22 19:25:55
BAH,2020-01-29,78.91999816894531,78.2300033569336,78.58,79.27999877929688,78.20999908447266,813400,Barclays,2025-10-22 19:25:55
BAH,2020-01-30,77.81999969482422,78.75,78.28,78.9000015258789,77.58999633789062,1087500,Barclays,2025-10-22 19:25:55
BAH,2020-01-31,78.8499984741211,78.04000091552734,78.44,82.0,77.86000061035156,1915600,Barclays,2025-10-22 19:25:55
CNS,2020-01-02,63.22999954223633,63.27000045776367,63.25,63.540000915527344,62.7599983215332,98500,Barclays,2025-10-22 19:25:55
CNS,2020-01-03,62.59000015258789,63.220001220703125,62.91,63.38999938964844,62.5,116500,Barclays,2025-10-22 19:25:55
CNS,2020-01-06,62.880001068115234,62.59000015258789,62.74,62.90999984741211,62.06999969482422,159100,Barclays,2025-10-22 19:25:55
CNS,2020-01-07,62.54999923706055,62.16999816894531,62.36,62.869998931884766,61.65999984741211,151300,Barclays,2025-10-22 19:25:55
CNS,2020-01-08,62.22999954223633,62.13999938964844,62.18,62.970001220703125,61.959999084472656,226700,Barclays,2025-10-22 19:25:55
CNS,2020-01-09,62.66999816894531,62.9900016784668,62.83,63.060001373291016,62.52999877929688,158300,Barclays,2025-10-22 19:25:55
CNS,2020-01-10,62.880001068115234,63.72999954223633,63.31,64.26000213623047,62.77999877929688,210300,Barclays,2025-10-22 19:25:55
CNS,2020-01-13,63.7599983215332,65.19999694824219,64.48,65.22000122070312,63.7599983215332,152700,Barclays,2025-10-22 19:25:55
CNS,2020-01-14,65.33999633789062,64.52999877929688,64.93,65.87000274658203,64.41000366210938,162800,Barclays,2025-10-22 19:25:55
CNS,2020-01-15,64.4800033569336,65.72000122070312,65.1,65.95999908447266,64.4800033569336,141200,Barclays,2025-10-22 19:25:55
CNS,2020-01-16,66.16999816894531,66.58999633789062,66.38,66.7300033569336,66.13999938964844,113000,Barclays,2025-10-22 19:25:55
CNS,2020-01-17,66.97000122070312,66.1500015258789,66.56,67.2699966430664,65.80999755859375,141500,Barclays,2025-10-22 19:25:55
CNS,2020-01-21,65.95999908447266,65.86000061035156,65.91,66.41999816894531,65.70999908447266,98100,Barclays,2025-10-22 19:25:55
CNS,2020-01-22,66.2699966430664,67.04000091552734,66.65,67.75,66.2699966430664,204200,Barclays,2025-10-22 19:25:55
CNS,2020-01-23,68.94999694824219,73.4800033569336,71.22,73.4800033569336,68.0,395800,Barclays,2025-10-22 19:25:55
CNS,2020-01-24,73.77999877929688,73.72000122070312,73.75,75.80000305175781,72.69000244140625,332900,Barclays,2025-10-22 19:25:55
CNS,2020-01-27,72.43000030517578,73.41000366210938,72.92,74.16999816894531,72.30999755859375,159600,Barclays,2025-10-22 19:25:55
CNS,2020-01-28,74.01000213623047,73.47000122070312,73.74,74.55000305175781,73.08000183105469,156200,Barclays,2025-10-22 19:25:55
CNS,2020-01-29,73.69000244140625,75.05000305175781,74.37,75.37000274658203,73.47000122070312,154300,Barclays,2025-10-22 19:25:55
CNS,2020-01-30,74.55000305175781,75.33000183105469,74.94,75.5,74.16999816894531,115600,Barclays,2025-10-22 19:25:55
CNS,2020-01-31,74.73999786376953,73.9800033569336,74.36,75.5999984741211,73.30000305175781,187800,Barclays,2025-10-22 19:25:55
PAGS,2020-01-02,34.59000015258789,35.22999954223633,34.91,35.400001525878906,34.33000183105469,3484500,Barclays,2025-10-22 19:25:55
PAGS,2020-01-03,34.689998626708984,35.22999954223633,34.96,35.68000030517578,34.689998626708984,986400,Barclays,2025-10-22 19:25:55
PAGS,2020-01-06,34.86000061035156,35.380001068115234,35.12,35.45500183105469,34.689998626708984,1055300,Barclays,2025-10-22 19:25:55
PAGS,2020-01-07,35.16999816894531,34.849998474121094,35.01,35.75,34.803001403808594,1316000,Barclays,2025-10-22 19:25:55
PAGS,2020-01-08,34.849998474121094,34.540000915527344,34.69,35.290000915527344,34.2400016784668,1901100,Barclays,2025-10-22 19:25:55
PAGS,2020-01-09,34.86000061035156,35.939998626708984,35.4,36.20000076293945,34.62799835205078,1384100,Barclays,2025-10-22 19:25:55
PAGS,2020-01-10,36.0,36.0,36.0,36.150001525878906,35.150001525878906,1295200,Barclays,2025-10-22 19:25:55
PAGS,2020-01-13,36.119998931884766,36.209999084472656,36.16,36.75,36.0,1512300,Barclays,2025-10-22 19:25:55
PAGS,2020-01-14,36.34999847412109,36.650001525878906,36.5,37.16999816894531,36.20000076293945,1950400,Barclays,2025-10-22 19:25:55
PAGS,2020-01-15,36.72999954223633,36.93000030517578,36.83,37.5,36.51499938964844,1749700,Barclays,2025-10-22 19:25:55
PAGS,2020-01-16,37.31999969482422,36.18000030517578,36.75,37.47999954223633,35.7400016784668,1828000,Barclays,2025-10-22 19:25:55
PAGS,2020-01-17,36.209999084472656,36.0,36.1,36.72999954223633,35.540000915527344,2596100,Barclays,2025-10-22 19:25:55
PAGS,2020-01-21,35.86000061035156,35.189998626708984,35.52,35.93000030517578,34.650001525878906,1987200,Barclays,2025-10-22 19:25:55
PAGS,2020-01-22,35.52000045776367,35.20000076293945,35.36,36.38999938964844,34.939998626708984,2126900,Barclays,2025-10-22 19:25:55
PAGS,2020-01-23,35.2400016784668,34.970001220703125,35.11,35.560001373291016,34.7599983215332,1488200,Barclays,2025-10-22 19:25:55
PAGS,2020-01-24,35.2400016784668,34.7599983215332,35.0,36.310001373291016,34.380001068115234,1889500,Barclays,2025-10-22 19:25:55
PAGS,2020-01-27,32.599998474121094,33.25,32.92,33.88999938964844,32.0099983215332,1254400,Barclays,2025-10-22 19:25:55
PAGS,2020-01-28,33.61000061035156,34.709999084472656,34.16,34.90999984741211,33.27000045776367,957600,Barclays,2025-10-22 19:25:55
PAGS,2020-01-29,34.83000183105469,34.34000015258789,34.59,34.970001220703125,34.119998931884766,899900,Barclays,2025-10-22 19:25:55
PAGS,2020-01-30,33.97999954223633,34.209999084472656,34.09,34.459999084472656,33.540000915527344,1238400,Barclays,2025-10-22 19:25:55
PAGS,2020-01-31,34.189998626708984,32.4900016784668,33.34,34.189998626708984,32.34000015258789,1598400,Barclays,2025-10-22 19:25:55
SPWR,2020-01-02,7.900000095367432,7.829999923706055,7.87,7.900000095367432,7.679999828338623,1810600,Barclays,2025-10-22 19:25:55
SPWR,2020-01-03,7.730000019073486,7.369999885559082,7.55,7.78000020980835,7.349999904632568,4619100,Barclays,2025-10-22 19:25:55
SPWR,2020-01-06,7.230000019073486,7.46999979019165,7.35,7.539999961853027,7.090000152587891,3636100,Barclays,2025-10-22 19:25:55
SPWR,2020-01-07,7.489999771118164,7.639999866485596,7.56,7.78000020980835,7.380000114440918,2110900,Barclays,2025-10-22 19:25:55
SPWR,2020-01-08,7.579999923706055,7.679999828338623,7.63,7.789999961853027,7.460000038146973,2944500,Barclays,2025-10-22 19:25:55
SPWR,2020-01-09,7.730000019073486,7.889999866485596,7.81,8.029999732971191,7.710000038146973,2448800,Barclays,2025-10-22 19:25:55
SPWR,2020-01-10,7.920000076293945,7.739999771118164,7.83,7.949999809265137,7.699999809265137,1684200,Barclays,2025-10-22 19:25:55
SPWR,2020-01-13,7.710000038146973,8.40999984741211,8.06,8.520000457763672,7.710000038146973,5275600,Barclays,2025-10-22 19:25:55
SPWR,2020-01-14,8.479999542236328,8.649999618530273,8.56,8.890000343322754,8.319999694824219,6145000,Barclays,2025-10-22 19:25:55
SPWR,2020-01-15,8.600000381469727,8.630000114440918,8.62,8.710000038146973,8.149999618530273,4521800,Barclays,2025-10-22 19:25:55
SPWR,2020-01-16,8.699999809265137,8.789999961853027,8.74,8.9399995803833,8.680000305175781,2718000,Barclays,2025-10-22 19:25:55
SPWR,2020-01-17,8.869999885559082,8.770000457763672,8.82,8.970000267028809,8.6899995803833,2525200,Barclays,2025-10-22 19:25:55
SPWR,2020-01-21,8.819999694824219,8.770000457763672,8.8,8.899999618530273,8.550000190734863,2756700,Barclays,2025-10-22 19:25:55
SPWR,2020-01-22,8.819999694824219,8.720000267028809,8.77,8.970000267028809,8.640000343322754,2107500,Barclays,2025-10-22 19:25:55
SPWR,2020-01-23,8.84000015258789,9.0600004196167,8.95,9.25,8.630000114440918,3561600,Barclays,2025-10-22 19:25:55
SPWR,2020-01-24,9.100000381469728,8.779999732971191,8.94,9.18000030517578,8.649999618530273,2877800,Barclays,2025-10-22 19:25:55
SPWR,2020-01-27,8.5,8.390000343322754,8.45,8.510000228881836,8.199999809265137,2414600,Barclays,2025-10-22 19:25:55
SPWR,2020-01-28,8.470000267028809,8.65999984741211,8.57,8.720000267028809,8.4399995803833,1537300,Barclays,2025-10-22 19:25:55
SPWR,2020-01-29,8.699999809265137,8.65999984741211,8.68,8.899999618530273,8.600000381469727,2125400,Barclays,2025-10-22 19:25:55
SPWR,2020-01-30,8.600000381469727,8.729999542236328,8.66,8.979999542236328,8.529999732971191,2568300,Barclays,2025-10-22 19:25:55
SPWR,2020-01-31,8.670000076293945,8.520000457763672,8.6,8.729999542236328,8.470000267028809,2261400,Barclays,2025-10-22 19:25:55
